uuid,identifier,Date,Type,LanduseAroundMound,LanduseOnTopOfMound,Prominence,Latitude,Longitude,Northing,Easting,HeightMax,DiameterMax,DiameterMin,Condition,MostRecentDamageWithin,geospatialcolumn
1.00E+18,8421,20-Sep,Burial Mound,Scrub,Pasture (grassland),Hilltop,42.31782542,26.55479563,4685160.958,463313.2406,2.2,16,,4 - seriously damaged,Last year,POINT(463313.240576 4685160.958396)
1.00E+18,9644,20-Sep,Uncertain Feature,Pasture (grassland),Pasture (grassland),Valley Bottom or Plain,42.44422785,26.33985862,4699311.323,445710.4475,5,100,,3 - damaged,Unknown,POINT(445710.447541 4699311.322846)
1.00E+18,8206,20-Sep,Burial Mound,Annual agriculture,Pasture (grassland),Valley Bottom or Plain,42.36519229,26.61280912,4690396.994,468117.7488,2.3,60,60,2 - minor damage,Unknown,POINT(468117.748752 4690396.993875)
1.00E+18,8422,20-Sep,Burial Mound,Scrub,Pasture (grassland),Hilltop,42.31957814,26.55423976,4685355.812,463268.4534,2.5,22,,4 - seriously damaged,Last month,POINT(463268.453386 4685355.81205)
1.00E+18,9645,20-Sep,Uncertain Mound,Annual agriculture,Pasture (grassland),Valley Bottom or Plain,42.43098085,26.3374515,4697841.945,445501.0093,1.4,30,25,4 - seriously damaged,Unknown,POINT(445501.009328 4697841.94451)
1.00E+18,8207,20-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.36487989,26.58921629,4690371.422,466174.8864,1.8,60,50,3 - damaged,Last month,POINT(466174.886424 4690371.421651)
1.00E+18,8423,20-Sep,Burial Mound,Scrub,Pasture (grassland),Hilltop,42.31870457,26.55143292,4685260.03,463036.6521,2.3,25,,3 - damaged,Unknown,POINT(463036.652082 4685260.030295)
1.00E+18,8424,20-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Hilltop,42.31744062,26.54713153,4685121.564,462681.4564,1,8,,2 - minor damage,Unknown,POINT(462681.456446 4685121.564299)
1.00E+18,8208,20-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.36880268,26.55643615,4690820.555,463477.9431,1.9,60,60,3 - damaged,Last month,POINT(463477.943071 4690820.554936)
1.00E+18,8425,20-Sep,Surface Scatter,Pasture (grassland),Pasture (grassland),Valley Bottom or Plain,42.3211821,26.55681622,4685532.799,463481.6866,9,100,,3 - damaged,Unknown,POINT(463481.686595 4685532.799499)
1.00E+18,8209,20-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Hilltop,42.35735993,26.52591563,4689563.557,460957.8623,3.5,30,20,3 - damaged,Unknown,POINT(460957.862319 4689563.557269)
1.00E+18,8426,20-Sep,Burial Mound,Scrub,Scrub,Hilltop,42.33086066,26.54369962,4686613.176,462406.6404,3,20,,2 - minor damage,Unknown,POINT(462406.640416 4686613.176022)
1.00E+18,8210,20-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Hilltop,42.36612463,26.52467306,4690537.327,460860.9732,1.2,20,15,2 - minor damage,Unknown,POINT(460860.973195 4690537.327499)
1.00E+18,8427,20-Sep,Uncertain Mound,Scrub,Pasture (grassland),Hilltop,42.33433376,26.54253839,4686999.327,462313.0433,1.7,14,,4 - seriously damaged,Unknown,POINT(462313.043287 4686999.326967)
1.00E+18,8428,20-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Hilltop,42.33623057,26.54119147,4687210.539,462203.2157,1.65,18,,2 - minor damage,Unknown,POINT(462203.21575 4687210.538616)
1.00E+18,8211,21-Sep,Burial Mound,Scrub,Scrub,Hilltop,42.38519435,26.2629399,4692808.431,439327.7987,1.4,25,25,4 - seriously damaged,Unknown,POINT(439327.798732 4692808.430743)
1.00E+18,8212,21-Sep,Extinct Burial Mound,Other (explain in notes),Other (explain in notes),Hilltop,42.34646977,26.30636251,4688478.495,442867.1332,0,0,,0 - No observation,Other,POINT(442867.133206 4688478.495105)
1.00E+18,8213,21-Sep,Burial Mound,Forest,Scrub,Hilltop,42.33795169,26.32236579,4687522.054,444177.7466,1.2,25,20,4 - seriously damaged,Unknown,POINT(444177.746646 4687522.053631)
1.00E+18,8214,21-Sep,Burial Mound,Forest,Forest,Upper slope,42.34869112,26.3337824,4688707.091,445127.57,0.4,40,35,1 - pristine,,POINT(445127.570008 4688707.091127)
1.00E+18,8215,21-Sep,Extinct Burial Mound,Forest,Forest,Upper slope,42.34896265,26.33332398,4688737.536,445090.0485,0,0,,5 - extinct or near extinct,Other,POINT(445090.048491 4688737.536079)
1.00E+18,8216,21-Sep,Surface Scatter,Annual agriculture,Annual agriculture,Upper slope,42.34833264,26.33221242,4688668.301,444997.9468,0,0,0,0 - No observation,Last month,POINT(444997.94682 4688668.301012)
1.00E+18,8217,21-Sep,Extinct Burial Mound,Pasture (grassland),Pasture (grassland),Lower slope,42.34716544,26.33153574,4688539.137,444941.1933,0.4,20,20,5 - extinct or near extinct,Unknown,POINT(444941.193321 4688539.137084)
1.00E+18,8429,25-Sep,Burial Mound,Pasture (grassland),Scrub,Valley Bottom or Plain,42.57131574,26.52358729,4713321.901,460899.4857,1.7,25,,4 - seriously damaged,Last year,POINT(460899.485734 4713321.901379)
1.00E+18,8430,25-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Valley Bottom or Plain,42.56432801,26.52553615,4712545.084,461055.0876,0.8,12,,5 - extinct or near extinct,Unknown,POINT(461055.087616 4712545.084464)
1.00E+18,8431,25-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.56605754,26.52723127,4712736.353,461195.2988,0.5,18,,4 - seriously damaged,Last month,POINT(461195.298774 4712736.353239)
1.00E+18,8432,25-Sep,Burial Mound,Scrub,Scrub,Valley Bottom or Plain,42.55174293,26.52765014,4711146.667,461220.8166,3,40,,3 - damaged,Unknown,POINT(461220.816592 4711146.667174)
1.00E+18,8433,25-Sep,Extinct Burial Mound,Other (explain in notes) (photovoltaic),Other (explain in notes),Valley Bottom or Plain,42.53117443,26.55156025,4708852.08,463171.7166,0,0,,5 - extinct or near extinct,Other (check satellite imagery),POINT(463171.7166 4708852.079669)
1.00E+18,8434,25-Sep,Burial Mound,Annual agriculture,Pasture (grassland),Hilltop,42.51378619,26.60092828,4706901.033,467217.0011,5,40,,1 - pristine,Last year,POINT(467217.001062 4706901.032858)
1.00E+18,8435,25-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Hilltop,42.443048,26.600645,467093,4698742,3.5,35,,3 - damaged,Unknown,
1.00E+18,8436,25-Sep,Extinct Burial Mound,Annual agriculture,Annual agriculture,Hilltop,42.45325746,26.5726067,4700191.351,464856.5717,0.8,25,,5 - extinct or near extinct,Last month,POINT(464856.571698 4700191.351402)
1.00E+18,8437,25-Sep,Extinct Burial Mound,Annual agriculture,Annual agriculture,Hilltop,42.45325746,26.5726067,4700191.351,464856.5717,0.7,20,,5 - extinct or near extinct,Last month,
1.00E+18,8218,28-Sep,Surface Scatter,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.397635,26.32391833,4694148.075,444358.342,0,0,,0 - No observation,Last month,POINT(444358.342 4694148.075082)
1.00E+18,8219,28-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.393525,26.32656833,4693689.98,444572.8217,1.9,45,42,3 - damaged,Last month,POINT(444572.821711 4693689.980063)
1.00E+18,8220,28-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.39375833,26.32707167,4693715.561,444614.4542,0.4,50,45,4 - seriously damaged,Last month,POINT(444614.454195 4693715.560562)
1.00E+18,8221,28-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.435645,26.395095,4698324.456,450246.2741,1.2,25,22,3 - damaged,Last month,POINT(450246.274122 4698324.45555)
1.00E+18,8222,28-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.423895,26.39993833,4697016.935,450635.4226,0.8,30,26,4 - seriously damaged,Last month,POINT(450635.422612 4697016.935204)
1.00E+18,8223,28-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.41240333,26.39289667,4695745.046,450047.0116,1,34,31,4 - seriously damaged,Last month,POINT(450047.011593 4695745.045675)
1.00E+18,8224,28-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.40343167,26.43246833,4694726.345,453296.3578,0.6,21,20,4 - seriously damaged,Last month,POINT(453296.357839 4694726.344525)
1.00E+18,8225,28-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.42727833,26.45698,4697361.033,455330.4189,1.6,51,48,3 - damaged,Last month,POINT(455330.418921 4697361.032856)
1.00E+18,8226,28-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.443635,26.42127667,4699196.639,452405.7829,1.3,32,30,4 - seriously damaged,Last month,POINT(452405.78293 4699196.638979)
1.00E+18,8227,28-Sep,Surface Scatter,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.4017,26.13581667,4694739.758,428882.0307,0,0,0,0 - No observation,Last month,POINT(428882.030738 4694739.757651)
